Gene,Detection_Rate,Mean_Expression,Median_Expression
REXO5,1,1.58131851339038,1.50863146339155
CIAPIN1,1,4.35556977340774,4.34321590253966
SPPL2B,1,3.21175619360608,3.19417797710589
FAM214B,1,2.76124944654931,2.76390360007478
COPZ2,1,3.50358470547421,3.54460243902698
PRKAR2B,1,2.35709004448788,2.34564247733847
MSL3,1,2.12054477793195,2.13879780816662
CREBBP,1,2.96034999014293,3.00021451297129
TSPOAP1,1,1.88216328055674,1.86190820093771
MPO,0.973880597014925,0.232260755940116,0.157302414117646
PON1,0.98134328358209,0.271620721417589,0.176513385666957
GCFC2,1,1.99447145514089,1.91841065657684
WDR54,1,3.54947518674185,3.52027129555516
CROT,1,3.37093079808512,3.39681905208041
ABCB4,1,0.83933702462608,0.731487103713135
KMT2E,1,3.41472960297774,3.3923374967013
RHBDD2,1,6.32435848460897,6.38298247621733
SOX8,1,4.81411800513294,5.02776873041637
IBTK,1,2.82713456972201,2.75675644937287
ZNF195,1,1.9017572550281,1.86909833685836
MYCBP2,1,2.58208459537462,2.30750389761746
FBXL3,1,2.78242381000853,2.77077440935828
ITGAL,1,1.16202154466013,1.08205531039582
PDK2,1,2.59044372463207,2.63350080269403
ITGA3,1,3.37337314518061,3.20116840114109
ZFX,1,2.84526771319763,2.77688303118591
LAMP2,1,5.06886218677744,5.03471422131985
ITGA2B,1,0.536079286229877,0.455491113279133
ASB4,0.977611940298507,0.225141935813862,0.143130446057141
GDE1,1,4.28801691196038,4.29083717586828
REX1BD,1,3.50663883446584,3.50430893766729
CRLF1,1,1.35398850660867,0.959943832416532
OSBPL7,1,2.12869142589668,2.13617497617467
TMEM98,1,2.96262596548976,3.07860458502766
YBX2,0.992537313432836,0.265464396248595,0.161564973864324
MAP3K14,1,2.32899959236847,2.34291002780998
ABCC8,0.996268656716418,0.761748242656855,0.650851037205869
CACNG3,0.902985074626866,0.620196909575253,0.258577591095346
TMEM132A,1,4.67290896637524,4.67300668612236
AP2B1,1,5.64712163714344,5.69794200715123
TAC1,0.958955223880597,1.18896724211212,0.800677253654321
ZNF263,1,2.93521328566585,2.90466484016256
CX3CL1,1,3.48179451235227,3.47002891732219
SPATA20,1,3.78620400846187,3.90785555172148
CACNA1G,1,1.25845717391968,1.06759181939466
TNFRSF12A,1,5.18851595774779,5.23040428516389
DLX6,0.936567164179104,0.430101231772898,0.0976782091324706
MAP3K9,1,0.717380545886161,0.591485447533273
RALA,1,4.43889967024552,4.44739703530282
BAIAP2L1,0.996268656716418,0.456010099560592,0.337879029826374
KDM7A,1,2.02316657232958,1.94740355893828
ETV1,1,4.29697323758507,4.30803397545566
AGK,1,2.48401059474037,2.48398324227898
ALDH3B1,1,1.91119757938622,1.82930133287669
PHTF2,1,2.29550893202872,2.25326314562686
CCL26,0.985074626865672,0.665789094907548,0.518333701528504
FARP2,1,1.98547083576291,1.9728645905396
USH1C,0.992537313432836,0.877312972365353,0.545468518304365
GGCT,1,3.37702549513686,3.36541720416109
DBF4,1,2.43977862331834,2.43958322911064
TBXA2R,1,1.20391043118688,1.12432764321558
IFRD1,1,1.6533161017927,1.65491589614675
COX10,1,1.6577251860123,1.65708687380587
GTF2IRD1,1,2.70595474949382,2.70014004997402
PAF1,1,4.68716304584656,4.68686973644681
VPS41,1,4.03873988601534,4.06921376250028
ARHGAP44,1,0.516386104334492,0.396319522154535
ELAC2,1,3.68884057783113,3.70507108042388
SCIN,1,2.16657950691462,2.11995189988196
ARSD,1,2.6592132186927,2.76209344497634
PNPLA4,1,2.25519666309073,2.40968636564725
ADIPOR2,1,4.07697597187765,4.04634601385839
CDKL3,1,0.678766371708382,0.61607523102802
UPP2,0.996268656716418,0.422070467675275,0.34953512853793
PRSS21,0.865671641791045,0.132802873166445,0.0663300592403024
MARK4,1,2.95061449142666,2.96113246845705
PROM1,1,1.93638926480274,1.802437016239
CCDC124,1,4.74601154862833,5.0582098363072
CEACAM21,1,1.17936353984655,1.14300026234258
PAFAH1B1,1,3.9605228511787,3.98583628017665
NOS2,1,1.74607972147016,1.08705539458462
DNAH9,1,1.45438339210933,1.39624145705032
KIAA0100,1,4.11698331470607,4.08214882852936
GAS7,1,4.12627003649111,4.24380539068685
TRAPPC6A,1,3.8750219038563,3.84540961659447
MATK,1,0.757676447709288,0.653426205269367
CD79B,1,0.324361936212617,0.230633126101532
