Rho.rho,P,FDR,Category
0.133350120579538,0.0727413448617704,0.436448069170622,Checkpoint
0.0514157520769241,0.49026954288282,0.73540431432423,Macrophages
0.0787862621935623,0.290123158160999,0.73540431432423,T_cells
-0.0519790869396883,0.485523303829317,0.73540431432423,NK
0.0263403836449756,0.723871093716531,0.868645312459837,TAM
-0.00717704539822102,0.923329490811363,0.923329490811363,Neutrophils
