"Metric","Value"
"pc1_batch_correlation",0.448350418810258
"pc2_batch_correlation",0.181612935625207
"pc1_batch_anova_pvalue",4.2624489097509e-14
"pc2_batch_anova_pvalue",0.0694000972917567
